PV,wind,electrical load
0.316,0.166,39122.31
0.499,0.238,42490.71
0.647,0.277,46160.2
0.748,0.27,48690.1
0.804,0.245,49732.28
0.798,0.226,50453.72
0.748,0.216,48955.15
0.606,0.21,47156.01
0.466,0.198,45903.67
0.34,0.181,45451.49
0.186,0.161,46049.09
0.073,0.13,47598.44
0.016,0.125,48658.33
0.0,0.129,48740.45
0.0,0.119,48228.38
0.0,0.108,48890.43
0.0,0.104,46093.05
0.0,0.105,43728.43
0.0,0.11,41653.19
0.0,0.11,40811.57
0.0,0.1,41185.99
0.0,0.086,42726.55
0.032,0.07,45570.1
0.118,0.059,51893.22
0.212,0.068,58485.79
0.252,0.075,62420.21
0.337,0.086,63888.16
0.422,0.097,65612.46
0.357,0.099,66346.67
0.227,0.097,66604.8
0.15,0.092,66350.01
0.123,0.085,65453.84
0.101,0.08,65880.93
0.092,0.077,63810.45
0.074,0.073,63222.11
0.052,0.068,63128.2
0.01,0.073,63093.28
0.0,0.082,61475.63
0.0,0.084,59732.86
0.0,0.092,56473.9
0.0,0.093,51981.05
0.0,0.091,47863.15
0.0,0.081,46000.73
0.0,0.068,44962.73
0.0,0.062,45173.88
0.0,0.059,46209.97
0.019,0.063,48607.73
0.096,0.057,53884.86
0.232,0.036,59821.16
0.359,0.023,63645.05
0.557,0.013,64906.89
0.693,0.008,65728.0
0.753,0.004,66860.9
0.726,0.002,66782.92
0.628,0.005,66981.94
0.54,0.011,65835.9
0.411,0.017,65018.44
0.254,0.027,63486.59
0.122,0.037,62841.51
0.071,0.043,62774.91
0.019,0.048,62811.74
0.0,0.04,60929.99
0.0,0.024,59089.94
0.0,0.022,56782.81
0.0,0.023,52929.92
0.0,0.022,48950.01
0.0,0.021,47278.86
0.0,0.029,46419.52
0.0,0.034,46233.89
0.0,0.036,47109.96
0.033,0.032,49540.89
0.12,0.019,55194.06
0.291,0.012,60619.35
0.467,0.004,64554.23
0.608,0.003,65517.43
0.71,0.003,67008.88
0.765,0.009,67779.0
0.779,0.011,67839.19
0.746,0.014,67169.21
0.668,0.019,65234.05
0.552,0.024,64999.12
0.382,0.031,62482.17
0.224,0.042,62476.35
0.085,0.06,62407.5
0.023,0.079,62448.38
0.0,0.078,60795.72
0.0,0.063,58963.65
0.0,0.047,57079.43
0.0,0.038,52926.87
0.0,0.031,50544.87
0.0,0.026,48201.0
0.0,0.025,46487.24
0.0,0.024,46511.93
0.0,0.021,46709.5
0.03,0.019,48910.73
0.102,0.014,54783.32
0.253,0.009,60637.68
0.433,0.004,64749.34
0.569,0.002,65410.85
0.649,0.002,66325.35
0.642,0.005,66587.08
0.673,0.016,66006.82
0.595,0.025,65663.38
0.508,0.034,64000.34
0.37,0.042,64394.27
0.253,0.046,64112.76
0.155,0.045,64313.81
0.065,0.035,64646.75
0.014,0.032,62486.78
0.0,0.042,61091.83
0.0,0.053,58487.35
0.0,0.059,56152.66
0.0,0.057,51960.38
0.0,0.056,48787.07
0.0,0.06,47439.85
0.0,0.064,47463.75
0.0,0.07,46767.73
0.0,0.084,46525.78
0.035,0.097,48257.76
0.109,0.088,52820.47
0.207,0.077,59554.81
0.349,0.098,63400.59
0.531,0.113,64459.67
0.644,0.125,65689.01
0.669,0.137,67085.14
0.651,0.147,66883.25
0.6,0.149,66402.61
0.509,0.149,64475.82
0.386,0.144,64427.08
0.238,0.133,61665.86
0.131,0.163,60832.82
0.044,0.185,61038.9
0.008,0.206,60999.9
0.0,0.228,59338.22
0.0,0.262,57133.81
0.0,0.304,54720.22
0.0,0.344,49664.91
0.0,0.371,47409.16
0.0,0.408,45275.56
0.0,0.46,44216.07
0.0,0.471,44033.88
0.0,0.454,43824.99
0.011,0.451,44268.12
0.045,0.455,45375.68
0.088,0.466,48385.44
0.131,0.496,52406.81
0.166,0.52,55578.23
0.178,0.54,57051.34
0.161,0.559,57422.31
0.145,0.546,57455.86
0.143,0.518,56335.06
0.14,0.453,54175.46
0.127,0.375,52885.57
0.093,0.294,52063.89
0.055,0.237,52565.09
0.025,0.206,52814.72
0.005,0.201,52184.88
0.0,0.184,50175.37
0.0,0.181,48113.54
0.0,0.183,47047.44
0.0,0.172,44125.32
0.0,0.157,40798.65
0.0,0.143,38793.23
0.0,0.131,37200.5
0.0,0.116,36462.47
0.0,0.104,36582.73
0.028,0.089,36516.09
0.081,0.068,36290.98
0.197,0.062,38000.75
0.352,0.059,41210.0
0.532,0.056,44725.76
0.694,0.051,46917.7
0.788,0.048,48878.29
0.811,0.05,49859.05
0.789,0.054,48655.63
0.718,0.061,46456.96
0.603,0.066,45568.44
0.446,0.069,45518.66
0.262,0.065,46052.21
0.091,0.057,47806.06
0.029,0.06,48340.57
0.0,0.066,48302.91
0.0,0.058,47313.33
0.0,0.05,47943.43
0.0,0.043,45647.62
0.0,0.034,42637.22
0.0,0.027,40904.04
0.0,0.021,40326.76
0.0,0.017,39985.07
0.0,0.017,41053.12
0.037,0.022,43826.4
0.126,0.021,49818.76
0.292,0.02,56859.51
0.467,0.023,61322.16
0.611,0.03,62602.07
0.704,0.034,63248.15
0.745,0.039,65310.19
0.738,0.043,67372.74
0.689,0.047,66560.93
0.604,0.048,64704.65
0.489,0.049,64973.72
0.37,0.048,62684.19
0.236,0.047,62674.53
0.092,0.049,64052.02
0.03,0.059,63624.45
0.0,0.067,61284.65
0.0,0.071,58659.53
0.0,0.073,57080.84
0.0,0.067,53416.75
0.0,0.056,49892.28
0.0,0.046,48898.12
0.0,0.043,47263.22
0.0,0.042,47084.18
0.001,0.043,46854.13
0.038,0.046,48666.27
0.119,0.035,53096.54
0.251,0.012,59834.76
0.412,0.009,63415.32
0.575,0.015,64387.99
0.691,0.02,65972.34
0.753,0.024,66797.81
0.764,0.026,66813.7
0.72,0.028,65867.25
0.634,0.032,64779.59
0.5,0.036,64089.19
0.37,0.036,61934.51
0.236,0.033,61329.27
0.094,0.028,61309.25
0.031,0.026,61661.68
0.0,0.026,58469.85
0.0,0.023,55693.83
0.0,0.017,53867.66
0.0,0.012,49918.82
0.0,0.01,46539.95
0.0,0.009,44157.52
0.0,0.009,42624.24
0.0,0.008,42467.91
0.0,0.009,43190.18
0.021,0.012,45305.81
0.06,0.011,50743.05
0.128,0.004,57044.36
0.219,0.005,60792.09
0.281,0.011,61757.44
0.338,0.016,62865.25
0.456,0.023,63693.44
0.562,0.029,64387.34
0.602,0.031,65498.44
0.55,0.032,63068.37
0.434,0.032,62481.98
0.31,0.03,61602.62
0.197,0.026,60399.83
0.098,0.023,59649.26
0.034,0.019,59411.19
0.0,0.016,57613.22
0.0,0.018,55405.84
0.0,0.02,53157.02
0.0,0.02,49442.06
0.0,0.019,46726.82
0.0,0.019,44751.88
0.0,0.02,43669.78
0.0,0.02,42948.42
0.0,0.016,41839.14
0.021,0.011,42133.38
0.064,0.005,40904.41
0.148,0.005,42861.85
0.229,0.007,46583.13
0.244,0.008,49669.58
0.248,0.008,51905.04
0.311,0.011,52741.48
0.421,0.015,53127.31
0.407,0.018,51648.85
0.33,0.021,49907.96
0.26,0.025,48529.62
0.192,0.024,48086.65
0.122,0.02,48350.22
0.055,0.016,49384.9
0.014,0.011,49546.28
0.0,0.006,48631.3
0.0,0.005,47290.22
0.0,0.005,46621.54
0.0,0.007,44637.16
0.0,0.01,43384.69
0.0,0.011,41777.57
0.0,0.011,40837.96
0.0,0.012,40517.71
0.002,0.011,41268.73
0.038,0.007,42410.25
0.137,0.004,46112.88
0.32,0.007,50863.78
0.452,0.008,54930.18
0.565,0.01,57167.17
0.661,0.017,58201.75
0.731,0.02,60150.74
0.732,0.019,61078.65
0.677,0.022,60021.93
0.592,0.022,58028.48
0.465,0.022,56833.95
0.286,0.019,56630.49
0.113,0.015,56461.12
0.048,0.011,56309.66
0.011,0.007,55666.74
0.0,0.005,54225.37
0.0,0.006,52186.63
0.0,0.011,50452.49
0.0,0.017,47159.1
0.0,0.023,44237.68
0.0,0.03,42350.09
0.0,0.038,41107.17
0.0,0.045,40924.12
0.002,0.051,40889.91
0.044,0.051,40964.89
0.122,0.048,42489.73
0.223,0.06,44937.56
0.296,0.084,48186.45
0.381,0.123,52024.89
0.496,0.186,53817.97
0.558,0.226,54921.44
0.585,0.221,55234.03
0.585,0.187,53973.44
0.525,0.152,51983.73
0.43,0.126,51109.32
0.316,0.106,50820.99
0.199,0.078,52127.27
0.1,0.061,52890.44
0.036,0.061,51880.26
0.0,0.065,50601.95
0.0,0.067,48176.75
0.0,0.068,46813.37
0.0,0.079,44269.79
0.0,0.092,42031.71
0.0,0.09,39868.44
0.0,0.083,38448.44
0.0,0.083,37923.61
0.003,0.087,37422.07
0.033,0.078,37344.72
0.136,0.079,36950.98
0.319,0.086,38746.98
0.491,0.092,41040.42
0.621,0.084,43918.52
0.714,0.078,46228.41
0.748,0.079,48910.9
0.744,0.083,49468.44
0.718,0.093,48362.58
0.65,0.107,47294.11
0.547,0.116,46665.24
0.408,0.121,46711.85
0.252,0.11,47193.62
0.096,0.082,48935.11
0.032,0.06,49657.23
0.0,0.046,48450.62
0.0,0.03,47237.34
0.0,0.018,47208.92
0.0,0.01,44837.85
0.0,0.006,42444.11
0.0,0.004,40928.47
0.0,0.005,40036.97
0.0,0.006,40249.91
0.002,0.007,41204.44
0.039,0.009,43715.47
0.093,0.006,50333.88
0.126,0.007,56616.87
0.148,0.01,60722.63
0.138,0.014,62234.85
0.123,0.017,63659.61
0.166,0.018,64962.3
0.364,0.019,65342.38
0.452,0.02,64704.05
0.427,0.02,63227.23
0.308,0.022,62407.83
0.182,0.024,61058.88
0.132,0.024,59901.82
0.077,0.02,59394.84
0.024,0.012,59408.28
0.0,0.005,58032.93
0.0,0.008,56005.88
0.0,0.014,54073.11
0.0,0.017,50147.98
0.0,0.018,46705.62
0.0,0.017,44519.88
0.0,0.017,43636.89
0.0,0.02,43557.24
0.0,0.022,44397.68
0.018,0.022,46654.42
0.07,0.013,52214.32
0.172,0.004,58388.37
0.28,0.01,62080.36
0.43,0.014,63410.5
0.544,0.017,64312.31
0.583,0.021,65589.46
0.589,0.026,65249.05
0.495,0.031,64557.76
0.478,0.035,62773.34
0.339,0.038,62258.49
0.294,0.042,60221.56
0.148,0.047,60054.1
0.063,0.052,60177.46
0.018,0.059,60026.52
0.0,0.066,58314.97
0.0,0.07,55554.28
0.0,0.073,53684.43
0.0,0.074,49255.71
0.0,0.067,44774.35
0.0,0.056,43269.24
0.0,0.047,42088.16
0.0,0.042,42488.49
0.004,0.042,42998.53
0.043,0.047,45479.31
0.132,0.037,50882.56
0.305,0.032,56580.54
0.455,0.038,60333.59
0.588,0.039,61230.45
0.692,0.04,62287.63
0.747,0.042,63647.22
0.761,0.047,63608.88
0.724,0.055,63042.96
0.669,0.064,63401.99
0.568,0.07,61949.44
0.415,0.072,60595.04
0.217,0.071,60593.7
0.087,0.07,59985.11
0.029,0.071,59881.4
0.001,0.077,57731.27
0.0,0.08,54912.16
0.0,0.078,53157.04
0.0,0.071,49062.38
0.0,0.065,46406.74
0.0,0.06,45019.69
0.0,0.058,43205.32
0.0,0.058,43626.2
0.004,0.063,44398.78
0.045,0.075,46051.99
0.129,0.06,51305.19
0.275,0.034,57263.15
0.433,0.026,61374.7
0.568,0.014,62351.72
0.642,0.013,62927.3
0.677,0.014,63772.16
0.711,0.015,64274.67
0.708,0.015,65035.74
0.645,0.015,63507.4
0.526,0.013,62016.17
0.349,0.012,60715.77
0.199,0.011,60110.7
0.09,0.01,59784.36
0.034,0.011,59654.9
0.001,0.011,57638.08
0.0,0.009,55429.29
0.0,0.01,53601.52
0.0,0.014,49507.8
0.0,0.019,46312.77
0.0,0.024,44535.5
0.0,0.032,43313.9
0.0,0.039,43158.48
0.006,0.046,43685.52
0.053,0.051,44999.62
0.103,0.043,50054.46
0.167,0.022,56410.16
0.319,0.014,60603.54
0.443,0.008,60854.1
0.409,0.008,61883.74
0.29,0.013,63568.6
0.254,0.022,64171.8
0.384,0.034,63402.09
0.44,0.043,61755.18
0.205,0.047,60552.96
0.096,0.048,59826.15
0.09,0.056,59559.25
0.061,0.064,58841.65
0.012,0.067,58643.17
0.0,0.064,57025.22
0.0,0.046,53615.72
0.0,0.025,51305.68
0.0,0.013,48023.92
0.0,0.012,44405.65
0.0,0.017,42339.65
0.0,0.027,40617.85
0.0,0.038,39829.24
0.003,0.051,39800.5
0.037,0.066,39489.03
0.101,0.064,40319.51
0.205,0.058,42720.53
0.312,0.061,46895.43
0.405,0.06,49442.96
0.465,0.051,51251.29
0.481,0.041,52261.16
0.497,0.033,52884.49
0.549,0.031,51006.27
0.546,0.032,49627.5
0.483,0.037,48965.4
0.37,0.046,48436.58
0.235,0.048,47853.44
0.107,0.059,48299.83
0.038,0.104,48067.67
0.001,0.133,46857.76
0.0,0.124,45298.98
0.0,0.1,44674.36
0.0,0.076,42005.19
0.0,0.054,40064.87
0.0,0.044,38556.48
0.0,0.094,37275.68
0.0,0.189,35216.17
0.005,0.2,34947.37
0.049,0.124,35403.01
0.129,0.057,35994.06
0.245,0.031,37858.34
0.393,0.018,40204.61
0.502,0.008,43543.02
0.574,0.022,45386.57
0.673,0.041,46822.06
0.685,0.066,48093.98
0.608,0.086,47521.91
0.492,0.099,46193.54
0.388,0.111,44473.41
0.265,0.116,43853.3
0.105,0.116,43661.95
0.053,0.119,45640.01
0.023,0.125,45308.21
0.0,0.106,44342.71
0.0,0.108,43532.35
0.0,0.137,44921.66
0.0,0.265,43091.98
0.0,0.444,40343.98
0.0,0.412,38505.79
0.0,0.286,37667.57
0.0,0.254,36771.31
0.006,0.21,37075.37
0.048,0.172,37650.84
0.134,0.139,38376.94
0.281,0.099,39762.01
0.43,0.067,42449.8
0.465,0.042,45830.42
0.38,0.031,48349.92
0.439,0.032,50517.9
0.51,0.038,51009.27
0.542,0.052,48637.28
0.461,0.083,47090.16
0.41,0.109,46584.67
0.35,0.103,46272.46
0.217,0.08,46379.99
0.104,0.06,47120.68
0.033,0.049,47290.6
0.0,0.053,46929.62
0.0,0.061,45834.01
0.0,0.07,46542.08
0.0,0.083,43920.4
0.0,0.092,40640.2
0.0,0.103,39121.0
0.0,0.107,38569.52
0.0,0.108,38285.5
0.006,0.108,39392.8
0.035,0.103,42304.42
0.138,0.082,48920.6
0.317,0.067,55490.21
0.461,0.052,59888.78
0.523,0.033,61479.31
0.645,0.022,63365.62
0.77,0.021,64543.48
0.776,0.027,65010.6
0.678,0.033,64404.71
0.626,0.037,63538.37
0.576,0.043,62677.99
0.434,0.058,60771.57
0.263,0.106,60410.27
0.101,0.2,60650.65
0.037,0.306,60057.47
0.002,0.333,57249.06
0.0,0.274,55217.51
0.0,0.222,52857.79
0.0,0.184,49094.66
0.0,0.153,45563.15
0.0,0.135,43574.96
0.0,0.134,42532.01
0.0,0.159,42169.72
0.007,0.177,43040.83
0.045,0.127,45007.21
0.14,0.099,50082.09
0.297,0.118,56401.75
0.404,0.131,60314.53
0.471,0.127,61191.76
0.502,0.114,62314.96
0.419,0.094,63909.7
0.586,0.076,64642.21
0.594,0.06,64706.91
0.522,0.045,63234.95
0.438,0.034,62518.09
0.321,0.027,61103.11
0.212,0.023,60736.65
0.108,0.023,60783.18
0.04,0.03,60337.1
0.002,0.047,57651.17
0.0,0.064,55490.35
0.0,0.076,53564.54
0.0,0.079,49165.46
0.0,0.079,46484.74
0.0,0.081,44370.67
0.0,0.085,43062.46
0.0,0.091,43668.93
0.007,0.099,44104.98
0.044,0.099,46683.8
0.14,0.063,51780.65
0.273,0.06,57745.64
0.375,0.052,61310.19
0.372,0.037,63001.44
0.621,0.02,63354.35
0.757,0.017,64749.3
0.765,0.024,64917.07
0.729,0.047,65249.47
0.641,0.146,63094.97
0.557,0.095,62636.0
0.387,0.047,61389.08
0.222,0.018,61101.7
0.089,0.008,60587.37
0.029,0.032,59681.86
0.001,0.057,57707.17
0.0,0.053,55294.97
0.0,0.063,53234.16
0.0,0.078,50006.21
0.0,0.085,46531.63
0.0,0.095,44657.7
0.0,0.097,43902.32
0.0,0.078,43882.56
0.0,0.05,44210.87
0.025,0.027,45805.7
0.087,0.017,50984.06
0.102,0.011,56338.06
0.16,0.01,60567.41
0.243,0.008,62006.17
0.447,0.011,63319.36
0.638,0.003,64095.85
0.522,0.002,63932.21
0.421,0.005,63169.13
0.297,0.039,61701.98
0.208,0.061,60629.95
0.211,0.053,59535.01
0.149,0.021,58495.26
0.106,0.018,57668.43
0.042,0.058,56477.55
0.0,0.104,54351.96
0.0,0.095,51734.81
0.0,0.069,50343.46
0.0,0.062,46699.68
0.0,0.052,44002.64
0.0,0.045,42375.1
0.0,0.053,40733.07
0.0,0.061,40121.65
0.004,0.056,39959.39
0.03,0.051,39836.09
0.083,0.062,41376.16
0.153,0.085,43791.4
0.194,0.101,47158.45
0.301,0.105,50843.81
0.448,0.083,53517.31
0.6,0.024,55146.04
0.639,0.018,55042.57
0.633,0.013,53797.19
0.576,0.013,52056.96
0.465,0.051,51074.47
0.363,0.06,50823.97
0.239,0.06,50389.78
0.108,0.049,50260.64
0.044,0.053,49514.37
0.003,0.063,47956.2
0.0,0.064,46397.97
0.0,0.056,45444.78
0.0,0.047,43320.95
0.0,0.053,40666.78
0.0,0.056,38626.91
0.0,0.06,37237.54
0.0,0.073,36376.18
0.003,0.082,36206.21
0.041,0.074,35982.02
0.082,0.046,36846.4
0.156,0.037,38380.21
0.342,0.112,41891.12
0.38,0.322,44668.51
0.313,0.354,47207.96
0.256,0.207,49078.51
0.267,0.101,50254.18
0.274,0.057,49203.24
0.268,0.034,47191.07
0.194,0.021,46710.96
0.148,0.016,46944.8
0.203,0.018,47929.79
0.122,0.028,48845.4
0.047,0.044,48716.33
0.003,0.064,48526.23
0.0,0.068,47126.21
0.0,0.055,47266.98
0.0,0.042,45333.98
0.0,0.032,42846.37
0.0,0.027,41572.54
0.0,0.023,40292.38
0.0,0.02,40342.24
0.007,0.017,41295.71
0.049,0.014,43639.59
0.139,0.014,49393.59
0.31,0.018,55065.37
0.478,0.013,59180.25
0.615,0.012,60756.71
0.712,0.018,62276.53
0.755,0.02,65216.29
0.756,0.019,65818.25
0.707,0.041,65520.17
0.6,0.06,63976.27
0.415,0.063,64032.11
0.283,0.052,62237.47
0.218,0.038,61553.83
0.111,0.025,61541.41
0.042,0.02,59395.3
0.003,0.022,57443.35
0.0,0.032,54224.18
0.0,0.059,53254.45
0.0,0.096,49422.03
0.0,0.13,46908.69
0.0,0.153,45349.71
0.0,0.172,43822.29
0.0,0.203,43762.95
0.004,0.216,44645.61
0.05,0.198,45718.99
0.137,0.142,51104.23
0.287,0.073,56505.56
0.462,0.041,60065.97
0.609,0.028,61619.76
0.69,0.019,62496.85
0.739,0.038,63486.18
0.697,0.037,64291.38
0.543,0.042,64630.4
0.468,0.046,63350.74
0.256,0.038,62262.23
0.142,0.039,60388.07
0.143,0.051,58920.17
0.107,0.087,58870.62
0.043,0.147,58657.92
0.003,0.173,56440.59
0.0,0.167,54314.68
0.0,0.183,52683.59
0.0,0.211,48545.01
0.0,0.224,45459.05
0.0,0.247,43730.65
0.0,0.276,42409.84
0.0,0.257,42579.28
0.0,0.195,43358.52
0.012,0.185,44268.17
0.046,0.186,49461.83
0.1,0.238,55403.19
0.221,0.222,59179.48
0.386,0.179,60411.3
0.455,0.142,61832.84
0.461,0.118,63491.21
0.502,0.098,63999.2
0.49,0.083,63914.63
0.452,0.075,62314.56
0.472,0.071,61295.5
0.4,0.07,59457.28
0.263,0.063,58475.51
0.119,0.063,58231.47
0.047,0.081,57819.68
0.004,0.109,56228.59
0.0,0.124,54050.31
0.0,0.142,51999.78
0.0,0.145,48511.23
0.0,0.119,45364.5
0.0,0.092,42889.02
0.0,0.079,40662.07
0.0,0.082,40288.13
0.009,0.074,40223.78
0.049,0.056,40167.52
0.14,0.039,41609.5
0.297,0.03,44807.43
0.46,0.025,48203.79
0.593,0.028,50327.18
0.658,0.032,51905.93
0.631,0.036,54400.88
0.5,0.04,55364.71
0.418,0.043,54264.99
0.371,0.043,53355.89
0.335,0.044,52846.19
0.256,0.048,52451.92
0.194,0.053,52646.08
0.114,0.06,53774.16
0.044,0.07,52850.43
0.003,0.09,51293.94
0.0,0.111,49598.87
0.0,0.128,49261.25
0.0,0.126,46238.12
0.0,0.124,44023.93
0.0,0.119,42090.16
0.0,0.116,40467.06
0.0,0.121,40477.46
0.009,0.131,40946.49
0.039,0.108,41858.92
0.136,0.091,46370.36
0.309,0.108,50989.57
0.474,0.106,55109.16
0.608,0.106,57103.9
0.704,0.111,58326.85
0.754,0.113,59861.57
0.762,0.11,60781.16
0.73,0.11,60795.97
0.66,0.113,58410.5
0.556,0.115,56891.64
0.4,0.117,56489.98
0.249,0.12,56126.4
0.107,0.121,55137.94
0.039,0.14,54622.46
0.003,0.155,52670.97
0.0,0.144,50306.07
0.0,0.121,49154.52
0.0,0.097,46328.36
0.0,0.069,43185.12
0.0,0.045,41941.32
0.0,0.03,41264.92
0.0,0.024,40907.83
0.006,0.023,41317.04
0.041,0.021,41189.74
0.091,0.013,42754.87
0.183,0.013,45377.1
0.359,0.02,48257.14
0.518,0.025,50958.94
0.631,0.025,53023.04
0.704,0.024,55079.17
0.726,0.026,55237.46
0.668,0.028,53889.49
0.538,0.03,52432.71
0.29,0.03,51467.53
0.199,0.026,51401.24
0.182,0.021,50885.86
0.084,0.015,50698.12
0.026,0.008,50386.25
0.0,0.003,49009.62
0.0,0.009,46435.31
0.0,0.038,45845.46
0.0,0.071,43849.33
0.0,0.095,41699.44
0.0,0.13,40141.86
0.0,0.166,38493.23
0.0,0.192,38156.85
0.005,0.193,38083.61
0.046,0.163,38389.56
0.129,0.094,38565.49
0.249,0.036,40582.16
0.383,0.034,44168.17
0.518,0.036,47432.62
0.635,0.038,49527.55
0.713,0.041,51151.14
0.736,0.038,51621.93
0.698,0.03,50310.64
0.601,0.021,49127.48
0.486,0.013,48013.88
0.324,0.008,47113.24
0.128,0.006,47807.87
0.029,0.005,49131.98
0.01,0.008,49443.33
0.001,0.011,48097.7
0.0,0.006,46750.04
0.0,0.025,46892.73
0.0,0.13,44955.93
0.0,0.258,42651.1
0.0,0.249,41039.41
0.0,0.189,40202.19
0.0,0.177,39426.64
0.007,0.195,40500.39
0.052,0.17,42784.05
0.14,0.087,48902.48
0.262,0.036,56056.99
0.371,0.024,59978.83
0.535,0.028,61414.23
0.636,0.038,62930.34
0.711,0.047,64068.77
0.71,0.054,64357.94
0.624,0.063,64212.81
0.512,0.067,63170.91
0.353,0.066,62534.07
0.263,0.06,60747.6
0.195,0.045,59536.84
0.107,0.032,59731.87
0.038,0.027,59464.3
0.001,0.024,57776.49
0.0,0.021,55171.6
0.0,0.022,53511.15
0.0,0.024,50456.88
0.0,0.02,46849.24
0.0,0.012,45895.78
0.0,0.005,44496.2
0.0,0.006,44657.0
0.01,0.008,44624.78
0.044,0.01,46474.25
0.139,0.009,51276.35
0.309,0.005,56987.57
0.475,0.017,61637.88
0.598,0.029,62723.91
0.681,0.039,63613.04
0.707,0.051,65621.79
0.581,0.056,64875.54
0.429,0.057,64342.07
0.41,0.053,63136.4
0.351,0.038,62014.46
0.268,0.026,60298.11
0.185,0.034,60280.25
0.117,0.055,59530.25
0.044,0.072,59114.97
0.004,0.07,57918.23
0.0,0.077,55094.67
0.0,0.104,52815.51
0.0,0.115,49655.51
0.0,0.107,45826.51
0.0,0.102,44469.09
0.0,0.104,42973.62
0.0,0.12,42647.8
0.01,0.108,43285.4
0.038,0.079,44982.58
0.136,0.08,50359.44
0.316,0.056,56225.71
0.487,0.051,60109.49
0.623,0.053,61220.99
0.715,0.054,63799.21
0.764,0.056,65059.2
0.757,0.051,64706.87
0.731,0.038,64750.54
0.673,0.028,62884.61
0.57,0.022,62294.47
0.421,0.02,61397.6
0.245,0.024,60443.3
0.109,0.03,60335.94
0.041,0.037,59299.89
0.003,0.046,57541.44
0.0,0.045,55191.47
0.0,0.045,53258.84
0.0,0.053,50112.33
0.0,0.058,46434.3
0.0,0.059,44300.82
0.0,0.056,42923.45
0.0,0.053,42710.37
0.007,0.043,43046.82
0.049,0.028,44517.07
0.133,0.018,50301.05
0.301,0.012,55612.57
0.466,0.012,59785.04
0.601,0.015,60717.19
0.694,0.018,62302.6
0.747,0.026,64226.01
0.76,0.034,64744.57
0.733,0.042,65056.77
0.668,0.053,63926.63
0.559,0.066,63168.63
0.421,0.085,61051.03
0.261,0.109,60266.72
0.109,0.12,59745.39
0.039,0.144,59250.18
0.003,0.164,57543.06
0.0,0.158,55573.57
0.0,0.132,54050.01
0.0,0.105,51901.25
0.0,0.084,47402.27
0.0,0.071,46793.62
0.0,0.068,45156.16
0.0,0.073,45835.95
0.007,0.073,45457.81
0.048,0.069,47458.68
0.129,0.047,52051.22
0.288,0.023,58138.61
0.455,0.015,61014.83
0.591,0.014,62090.65
0.686,0.013,64774.64
0.74,0.028,64790.09
0.753,0.037,65158.45
0.726,0.047,65364.82
0.662,0.057,63338.71
0.554,0.072,63271.7
0.412,0.095,61043.98
0.255,0.122,60241.52
0.109,0.128,60134.11
0.041,0.151,58779.23
0.003,0.174,56912.0
0.0,0.158,53605.03
0.0,0.134,50964.15
0.0,0.118,47671.71
0.0,0.107,45559.39
0.0,0.091,43526.09
0.0,0.072,41970.0
0.0,0.056,40803.93
0.006,0.048,40499.94
0.031,0.048,40351.88
0.105,0.043,41667.28
0.266,0.03,43618.68
0.434,0.039,47222.77
0.559,0.04,50433.24
0.65,0.034,52365.67
0.687,0.028,53456.65
0.675,0.022,53397.13
0.682,0.017,52418.69
0.635,0.013,51205.19
0.538,0.011,50103.11
0.403,0.011,49269.75
0.248,0.011,49285.27
0.109,0.01,49603.11
0.041,0.019,49109.95
0.002,0.035,47736.26
0.0,0.053,46092.89
0.0,0.057,45343.38
0.0,0.047,42555.59
0.0,0.032,39940.86
0.0,0.02,38626.39
0.0,0.02,37372.63
0.0,0.028,36803.53
0.007,0.035,36990.55
0.046,0.042,36936.48
0.128,0.036,37117.59
0.279,0.012,38430.85
0.425,0.006,41096.88
0.56,0.007,44935.11
0.66,0.012,47049.62
0.719,0.02,48731.74
0.738,0.023,49950.89
0.718,0.024,49105.82
0.657,0.023,47502.32
0.559,0.022,46674.16
0.425,0.02,45998.26
0.267,0.017,46878.09
0.112,0.02,47313.43
0.038,0.026,46861.92
0.004,0.023,46819.43
0.0,0.018,45774.75
0.0,0.018,45884.86
0.0,0.018,43468.96
0.0,0.017,41243.8
0.0,0.015,40481.98
0.0,0.013,40352.44
0.0,0.011,39959.98
0.01,0.013,40802.32
0.046,0.015,42927.85
0.132,0.01,48496.33
0.302,0.009,55342.28
0.474,0.017,59780.67
0.612,0.03,61407.94
0.707,0.041,63133.46
0.761,0.05,64654.97
0.779,0.053,64476.81
0.755,0.052,64199.75
0.689,0.051,63640.08
0.58,0.054,62021.28
0.435,0.068,61399.03
0.271,0.085,61478.86
0.113,0.097,61350.17
0.041,0.115,60621.99
0.003,0.14,58403.03
0.0,0.136,55536.62
0.0,0.126,53646.89
0.0,0.108,50641.2
0.0,0.085,47187.23
0.0,0.062,44544.68
0.0,0.046,42787.01
0.0,0.036,42797.19
0.006,0.031,43407.28
0.044,0.024,45039.83
0.12,0.011,50467.83
0.249,0.017,56453.27
0.412,0.027,60334.46
0.605,0.042,61593.67
0.718,0.048,63146.61
0.775,0.044,64375.84
0.788,0.042,65041.57
0.759,0.046,63854.99
0.693,0.052,62627.28
0.587,0.057,60713.99
0.445,0.064,59382.65
0.278,0.074,59019.1
0.111,0.083,59020.93
0.035,0.091,57919.62
0.004,0.097,56562.81
0.0,0.096,54364.45
0.0,0.096,52666.91
0.0,0.092,49162.56
0.0,0.088,46110.76
0.0,0.083,45075.34
0.0,0.081,44401.17
